,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
25,76345.79856198722,8.038935327946238,7.484655753665623,4.91,67015.9794020248,1890166.8577361335,"61938 Brady Falls
Lewisfort, DE 61227"
26,110112.65894163368,3.8979689443945285,7.156953647251211,2.3,63984.31556582508,1463400.2594838743,"3599 Ramirez Springs
Jacksonhaven, AZ 72798"
27,86600.02051070155,5.280058802486337,7.152915757980513,4.54,45755.68710801883,1268058.3406307988,"073 Christopher Falls Suite 882
West Cynthia, MA 89075-2814"
28,121268.73698480566,6.192828153093746,4.341838189245395,3.45,55941.790808534504,1612992.8952429215,"6531 Chase Prairie Apt. 245
Susanshire, MN 22365"
29,79493.88141359849,6.768493101973472,8.468041958697466,4.62,61788.71331541289,2050123.0880020212,"17124 Johnson Squares
Lake Robertfurt, AL 61811-3832"
30,104267.4395263298,5.1550264083624215,6.843752944619635,3.67,55587.02707562987,1620879.2449572175,"1359 Mitchell Vista
Courtneyfort, NY 93065-7224"
31,91994.49634261482,5.940611837301022,6.4385882910597765,5.01,64810.523655715224,1521937.1617505797,"4343 Joshua Lake Suite 096
Pierceview, NV 62614-9110"
32,73755.4111216745,6.913314696150338,8.793743144874664,6.08,49605.44379841737,1392662.9733179074,"0057 Jacob Coves Apt. 932
Lake Emily, VA 39465-6041"
33,67293.06934042097,5.935243886692031,7.5058154782709,7.13,27683.860928922637,694596.672035408,"039 Jordan Pike
Emilyville, ID 27442"
34,74918.49187550574,5.256976023362224,9.508068264401222,6.8,36814.41944570786,1217279.6524263187,"66338 Novak Curve Suite 628
Taylorborough, OK 87142-6766"
35,99659.56568026786,5.335124715656408,6.747912847749817,2.35,64875.61384930331,1558951.9807283648,"7167 Angela Park Suite 013
Morrishaven, NH 66937-4811"
36,105414.99216084748,5.306532640551764,7.963604537303274,4.65,45513.46752354099,1603186.0123211544,"34964 Sara Fields Apt. 584
Port Raymondville, MO 63585"
37,105457.35023789987,5.483200127440211,6.9151594757334305,3.41,37607.13919968268,1405495.1631289497,"7585 Lynn Loop
East Judy, WV 73336"
38,71191.76850154535,5.025244201079087,5.554378010276337,2.71,54258.02348421785,682126.5958876882,"Unit 1388 Box 9350
DPO AP 70848"
39,23847.485793988155,4.801070295390399,6.871611623922664,2.84,77666.29959521635,393062.5867726422,"9932 Eric Circles
Lake Martha, WY 34611-6127"
40,78479.57814698358,6.382300709291405,5.15278375812835,2.46,65386.63604788214,1334862.6197249955,"7896 Walker Spring
Loriport, MH 72956"
41,101220.64464340046,7.609859437010846,7.733139297722362,7.14,53978.86490739577,2290879.0834564515,"549 Darren Plaza
Lake Kevin, UT 27155"
42,61837.05109550014,6.424632844441089,7.785512102968802,5.02,44728.72519577431,1146674.321770695,"90634 Michelle Valleys
North Victoria, WV 99370"
43,94364.77849339432,6.699870480885753,7.813644944483892,5.03,71114.94143300461,2268411.874288205,"580 Lara Neck Apt. 541
Davidsonstad, ID 34638-9802"
44,83903.32362963063,5.334330406202602,7.615278851368105,7.17,44279.893650058395,1500032.910352124,"43087 Jerome Field
West Deborah, SD 49213"
45,88969.12792503671,6.857426789222075,7.3738729834676855,3.61,65445.28250506414,1949985.5433793934,"71956 Jenkins Fall
Brooketown, PW 67485-0764"
46,99088.78043913076,4.717259676873323,7.7142268952052655,7.2,58067.736553351424,1442464.8942112578,"8034 Pierce Prairie Suite 727
Devonfurt, NE 33104-8027"
47,92653.9592479694,7.0773377619567714,6.067474387517548,3.65,31339.462461267452,1274230.4966782634,"Unit 8108 Box 5159
DPO AP 04678"
48,103553.45401777,6.051724284311392,7.08173267607038,2.42,35778.12443157176,1721137.6356527288,"08639 Garcia Port
Anthonybury, CT 17971"
49,116250.62348234022,6.40630662401108,6.399321746837064,4.56,70840.77079511751,2161243.1562077063,"91863 Curtis Point
New Richard, AK 99996-7554"
50,99695.78691576507,6.19097932486837,7.423026693509607,7.21,67657.88785030069,1843165.6622835118,"03819 Lee Junction Suite 046
Mooneyborough, WA 19656"
51,66206.98577579338,5.651142861338559,5.968723515943097,3.76,44267.62675526054,714968.9892274525,"7796 Joseph Burg
Danielsside, RI 70370"
52,83454.91866910906,5.925196491543232,6.454243773365107,4.67,58071.89654566709,1371202.2748417838,"173 Mendoza Land
West John, NJ 57690"
53,97924.79347472855,5.746189197911881,6.596857146842455,3.76,90435.15823158364,1840341.8194684081,"3288 Lee Pass
South Julieton, PW 02759-4964"
54,97743.22477923958,4.642635626234107,7.491825869291187,7.27,40145.34191320225,1233424.758422283,"86908 Marshall Port Suite 252
Scotttown, NM 69143"
55,85518.29462052946,5.771344286523844,8.210912907780324,4.64,45822.92525873658,1507475.47420551,"951 Bryant Dale Suite 735
Lake Jacqueline, NH 95266"
56,98175.70284979454,8.065319119613068,7.600020917959921,3.67,34633.623672954716,2011273.4153205818,"00301 Bradshaw Avenue Suite 833
Suzannefurt, IN 00654-8754"
57,91774.09577184661,5.932628395812884,7.351241349351767,5.76,30083.518903493652,1542695.057719854,"84473 Ochoa Pines Apt. 808
Jamesport, KY 70207-2955"
58,73959.76898722108,6.970537046989319,5.216641420812326,4.55,53583.014726385816,1003745.5637327308,"13706 Morgan Turnpike Suite 378
Hohaven, NC 42699"
59,103762.48358219635,6.1199932125521785,5.34236336160203,3.47,59700.05913560517,1524549.2025001133,"4872 Delgado Ramp
North James, IA 36544"
60,88652.90132391758,4.342136194470902,7.074095882330428,2.59,61093.9062101616,1444410.521958379,"73202 Christopher Tunnel
New Roberttown, MN 08925-1536"
61,81073.89850735162,7.307379556561143,5.866461719953932,4.8,55298.663459945245,1329615.521965786,"8781 Olivia Port Apt. 225
Thompsonside, VT 22884"
62,81620.59768306182,5.466402735485494,7.498057130288237,4.76,71384.8102924813,1656816.9096615433,"PSC 9354, Box 0703
APO AA 58696-1278"
63,99068.8512189284,6.202284436600622,4.6884414901062295,4.9,60178.82532775656,1577590.1048256303,"271 Johnson Hills Apt. 001
Mcculloughfurt, FM 70847"
64,79783.53092318281,5.8380325360473515,7.172282867722778,6.16,96503.3644830238,1835249.620436481,"122 Russo Neck
South Kevin, KY 20712-5282"
65,75773.65963112113,5.2723527270791415,6.668187390257122,3.55,61895.123807043296,1116291.2357024432,"85225 Christopher Inlet Apt. 627
West Calebberg, KS 76460"
66,88373.4650025562,5.312217763034169,6.875643007363336,3.72,66054.21688429185,1561250.3671994184,"7125 Mullins Cliff
Maryborough, WY 66971"
67,99874.43718986331,6.478972536157421,6.058270405028652,4.54,81485.83923782356,1976304.4981906945,"905 Lane Pines Suite 348
Brownborough, DE 57196-3319"
68,89006.71152936743,6.9084096948166405,7.244856029514625,7.21,51082.371269992465,1769180.8155060075,"61090 Griffith Ridges
Craigstad, AK 28807-8602"
69,99608.22309754025,5.25644218715682,6.408615521335644,4.67,68573.13002645031,1769196.6895019063,"270 Jennifer Loop Suite 343
South Jesse, ND 60570-1483"
70,85141.3838520177,4.621564328905474,7.337050596862175,3.71,71276.74616966913,1490492.19116273,"10973 Clark Trafficway
Meyersbury, LA 63237"
71,112497.16048438943,7.163580497994567,7.060896919886323,3.49,61397.92946724853,2325828.0768989427,"91733 Baker Orchard
South Kyle, KS 37301"
72,76753.94519165097,4.964565637649497,6.715646944827581,3.59,72498.01965322359,1107729.30323491,"024 William Course
East Charlotteview, DE 69073-3104"
73,75781.75733856668,5.520395336182237,7.186177954028369,3.57,48880.75061715106,969925.7475706345,"PSC 4455, Box 3268
APO AP 45454"
74,101566.0718166719,5.6131766230926186,7.49944043953259,7.09,54669.82978483738,1994823.8785337473,"562 Brown Junction Suite 282
Christopherborough, KS 20719"
75,94937.37680270776,5.123855269842783,6.925384962119036,3.71,66627.11644267345,1580291.0903727554,"USCGC Thompson
FPO AA 13237-3887"
76,80115.12203527456,5.483526706066152,6.749495853583702,3.89,53359.52659587594,1224072.6269340005,"65884 Johns Valley Apt. 621
Ethanbury, NY 07783"
77,86867.33833924097,3.8905801169922536,8.485157501935952,4.97,99278.56437572127,1565977.4487020636,"Unit 2139 Box 3667
DPO AP 49517"
78,88340.6440869994,7.377346595041634,7.236489817393385,3.72,56273.117231727316,2076951.8359359696,"253 Golden Island
East Donald, CT 91882"
79,86321.79853538415,6.7457894617979735,8.716200259178894,6.99,64748.84310860579,1939614.9446207674,"4861 Steven Plains Suite 066
Port Reginaland, MN 06152-7205"
80,78449.57679963995,8.30573225910069,7.447225369360683,4.85,50829.197003855355,1847581.455773116,"5255 Rebecca Junctions Suite 240
Royshire, WI 85782-2398"
81,92181.00086257026,4.583785661644639,6.861679845230926,4.66,79743.13269288458,1472279.7716831274,"2833 Townsend Cliffs
New Tommy, MP 86130-3426"
82,109962.49737314372,4.057343380794271,6.103100430285156,4.65,59731.459855294874,1433667.8696350507,"708 Pena Ramp
Terryburgh, CA 31572-1304"
83,108083.76409441898,5.273217015985473,7.2675464708985995,7.08,87192.74789590864,2413074.755467485,"8030 Ruiz Dale
Shermanchester, KY 56950-5684"
84,89335.24531818739,5.9994163784614996,8.047828248351816,3.8,77523.07578528856,2194398.612848617,"Unit 3857 Box 9497
DPO AE 92239"
85,86726.89642513664,5.50730840097074,7.135084690392028,5.08,59475.23200165615,1382449.9094443265,"042 Mitchell Mountains
Adamsview, OR 44424"
86,87367.9865199953,6.25237061136719,7.100076567322269,3.63,46712.95593194821,1530476.8520662272,"07420 Victoria Trail Apt. 904
Port Kevinbury, OR 86759"
87,99937.1859665101,4.500464506776854,5.651186237246297,3.48,70492.8133715494,1525516.692488519,"38449 Shaw Glen
Pattonside, TX 98415"
88,102206.71823616044,7.643359246763955,4.605871912663922,3.84,77357.35344519207,2128437.998268121,"82387 Hensley Bypass
Danielmouth, ME 30791"
89,90533.00236058615,5.093858724728494,7.838472350646525,4.58,58489.99844159444,1610619.7776915992,"02304 Brandon Stravenue Apt. 231
Cordovabury, ID 36688"
90,65532.67758088456,4.699623354909331,5.576949198897911,3.83,54279.49948630049,262467.512544245,"2124 Garcia Viaduct
North Kellytown, DC 30864"
91,96675.59606562303,6.206667210486824,8.452626002165431,6.87,47564.125697175274,1871357.932024112,"646 Nicholas Mall Apt. 058
East Danielle, OR 53708"
92,94879.51831602582,4.310417056127187,5.945601182269616,3.74,48199.66530214586,761291.2224089018,"874 Laura Throughway Suite 350
Port Michaelberg, PW 94284-9448"
93,87613.67280916442,7.287150975382767,6.79600293391369,3.92,57826.11175235362,1683090.7061111159,"7373 Hart Brooks Apt. 168
East Christianside, PR 72679-9159"
94,127903.39273525764,6.3972088642378955,7.011272458228112,3.78,64864.68629644263,2619306.7474099696,"035 Mark Bridge
West Craig, MT 78649"
95,98756.25311877028,6.181549004263047,6.732874174151515,4.91,85328.678426973,2392306.807543495,"69600 Wilson Rue
Elizabethland, PW 17767-2884"
96,88793.64007155877,6.183682164038173,6.895222181785417,5.0,82059.55795709208,1873848.4868916918,"001 Steve Plaza
Jessicastad, UT 25190"
97,101028.97783937288,6.725351893523173,8.018118768054805,5.08,36670.88490169716,1948232.7158454815,"238 Anthony Drive
Acostahaven, AS 62753-6637"
98,88419.56586411009,6.316901982458947,6.464850881021293,2.7,36011.1827784402,1241170.5493626718,"01818 Wilson Spurs
West Andreaton, SD 69568-7005"
99,89079.53214166909,6.772687173371942,6.180328950300924,2.69,53453.19471624348,1462026.7111171673,"95779 Walton Square
Bakershire, PR 49599"
100,92840.90791346379,5.187023678681158,7.341925962756512,3.91,66337.26199192733,1520927.522086371,"124 Russell Mountains Apt. 591
North Sharonfurt, OH 67836-4969"
101,94342.02477898377,5.377761213741301,6.142227899140389,2.29,61141.96507790736,1448760.2394500691,"73080 Veronica Turnpike Suite 991
New Debra, VA 61246"
102,99452.77528932376,7.827630211449538,6.659205681786079,4.96,77021.54324490759,2318595.2904755734,"106 Williams Well Apt. 657
Samanthaview, PR 87811"
103,85011.89762446914,6.277523514788685,7.230759909150992,3.65,79147.70254150056,1693813.2218400612,"Unit 3405 Box 4348
DPO AP 68816-2990"
104,77041.85892417449,6.6864623523305315,6.892224673014231,5.0,77463.79636776773,1613928.6954352267,"4007 Kimberly Crossing
Nathanielview, NC 72093-8287"
105,109268.66160254812,5.338805500449671,6.035571568638896,2.43,16165.404282306237,1240348.907139612,"Unit 5889 Box 7282
DPO AE 41177-0399"
106,105369.52483181923,5.301431434225392,7.708045680457893,3.67,72012.2371388464,2021916.6500014556,"075 Andrea Green Suite 201
Johnshire, KS 50389"
107,69951.82398441611,4.723226995949444,4.518072397586603,2.53,69438.3162519996,526469.2756650952,"6811 Spears Trail Suite 081
East Troy, MS 43910"
108,91093.72096778508,5.396050649827898,6.304393523994169,2.77,42666.860430584544,1395138.887794115,"69401 Danielle Motorway
New Dennis, IL 53971"
109,105281.72187983007,5.311465200395469,6.4393872565985335,2.6,67545.88009475001,1848854.6432857388,"2276 Riley Flats Suite 975
Johnmouth, NH 39983"
110,74333.3574680535,4.677482721929747,5.993526080906434,3.63,25284.77029355266,442786.7747061992,"91111 Crane Spur
Kathleenmouth, ME 43022-3191"
111,90556.17462453799,5.794022434353867,7.936503408364309,7.17,35839.04814813236,1522247.384169996,"744 Hill Ports
Mooreside, MH 20945-2825"
112,82351.24194306634,6.676465696640162,6.568318095725626,4.75,50756.450192680546,1225689.6141383576,"019 Lisa Village Apt. 379
Maxwellmouth, DE 26176"
113,81492.62312924831,6.95502467455951,8.171883039850732,4.66,51435.31915112214,1822098.0957001185,"50933 Barber Divide Suite 927
Jacksonborough, NE 46696-1788"
114,68631.02275489828,5.223296165273164,8.982307510392305,3.87,77546.5637278221,1528155.8322316522,"USS Harrington
FPO AE 12326"
115,84457.08411791007,4.710289077472777,5.711998542087985,2.61,59270.8721707603,791432.5206998537,"246 Michele Lock Suite 093
South Michellemouth, VI 62800"
116,83729.70610083152,6.3017519223782035,7.4947164533608115,5.82,44270.1318496031,1231025.9470822762,"356 Madeline Locks Apt. 115
Kaitlinland, MS 49150-0243"
117,99057.44480769278,6.7953406112937875,7.302662308376631,6.85,96741.30100219663,2365870.8276368286,"232 Allen Ridge
West Jasonview, CT 93021"
118,106848.39708362619,7.0964791893877415,6.7663872434547345,2.46,46616.25449289161,1902069.3548726179,"5042 Ricky Road
New Candice, MN 40661-8809"
119,85613.23190067054,4.823137371434989,8.102338234351127,6.23,71497.93471494709,1628108.5337948182,"60860 Griffin Streets Apt. 040
East Catherine, NH 18346"
120,90195.44951673341,6.977979199213077,7.9430281631086315,5.99,71323.56351340718,2228778.7270275573,"89002 Robert Square Suite 028
Port Jennyside, CA 38546-6307"
121,98015.27849185547,3.9736217255066504,7.424615262228432,3.61,81455.88915209027,1679287.2104588852,"8533 Sparks Lodge
New Kevin, GA 98179"
122,116478.64074593314,6.627951507791773,7.920064128423783,7.17,47294.89175293592,2351900.576172126,"922 Mark Lodge
Matthewton, ID 71131-3139"
123,99674.7015429202,7.189141973553451,5.28618550455384,2.61,28188.866716020875,1560701.1695181178,"757 Sherri Shores Suite 744
Jesusfurt, OK 73052-4985"
124,90420.23616661757,6.424822444518282,8.102118452947995,5.78,49014.98965239179,1690344.7735401061,"PSC 8479, Box 0952
APO AA 33741"
125,95411.96227323831,4.189303058890829,6.790805717516103,4.96,56332.462891572424,1296683.3465000917,"5560 Michaela Spur Suite 730
West Charlottefurt, PA 00463"
126,115032.72585092194,6.541343372090526,9.691182811952968,3.92,76539.06240878298,2798847.2316260147,"255 Sosa Pines Suite 751
Wilsonview, MT 31615"
127,96666.08644648232,6.948731707270744,8.685104821376674,6.18,58954.55250014156,2118979.0007142154,"156 Conner Lane
East Brittany, MI 26733"
128,60040.04691983433,4.3597334121181675,4.836320568653656,3.52,94510.84996892788,646853.2805629347,"478 Vasquez Fort Apt. 346
Aliciaside, NV 37124-6408"
129,90455.59913571607,5.169904553621762,6.032868648208988,4.94,61657.73212116238,1157146.31411326,"67610 Smith Knolls
Brendaberg, MA 55188-7972"
130,100106.17471249217,4.853227931454219,5.794039605874734,2.32,65345.70398431143,1384091.4083535955,"504 Robertson Streets
Jamesshire, WA 56754"
131,92323.78352394821,6.584019073386127,8.05624666192747,7.25,65073.92114832491,1989161.221211964,"777 Ross Crossroad
Kaiserville, RI 24445"
132,77878.1443354705,7.893098036923592,5.783637021468698,4.94,58623.13920282883,1620120.8760876937,"2418 Samantha Green Apt. 016
Port Keithmouth, VT 62207-0408"
133,104041.99933670962,5.888012444670143,5.507436177586621,5.05,58481.29214371227,1612981.4116602966,"95957 Tara Hill Suite 428
Huntland, KS 57002-5552"
134,90811.56629193829,7.832452857651271,6.920458645113134,4.79,54763.40982972309,2288955.0974732186,"26906 Simmons Underpass Suite 444
Port Tinashire, DC 13101"
135,99710.82025563742,5.368588717340477,7.37948544354614,7.3,71697.20496776381,1811870.7886076553,"4930 James Flats
New Shannon, NJ 75829-8040"
136,97955.44558887597,3.981006025040934,9.129867251997867,4.93,48577.01868203132,1524101.6670159318,"78212 Turner Ville Apt. 217
West Lauraberg, MP 47353-3682"
137,78669.27899003179,4.93134520465623,6.409936436379189,4.62,26299.144030652544,629181.9416902887,"33410 Smith Summit
West Kimberlyberg, CT 49785-3758"
138,85593.92027952115,6.867812745774468,7.356262071782527,3.82,62665.16674999923,1805089.2036886886,"49940 Ramirez Mission Suite 136
West Bryan, MD 95291-3904"
139,91579.82648250142,6.200670476377193,8.623014455405661,7.03,66948.46184587781,2238261.1993800444,"4746 Morgan Forge
Diaztown, VT 79978"
140,97907.07314811515,5.814240915473182,7.37359580807233,7.02,50555.42239881179,1659383.4296558665,"5808 Burton Viaduct
North Nicholasport, CO 32392-1208"
141,90272.1392309502,6.571469484404391,6.8480605719918515,2.82,53598.58310814262,1510265.4806802708,"8093 Lara Overpass Apt. 364
Lake Brookebury, NV 30264"
142,89173.22354713375,6.160151880670065,5.429612138065633,2.31,27570.53147369522,1022330.3286526559,"249 Susan Canyon
North Jessica, ID 13412"
143,98240.15081480454,6.222281538537022,8.692395102343717,5.06,62263.547530955555,2086397.2654959382,"08091 Bush Course
New Michael, RI 47524-7511"
144,63893.024722266266,6.683792977483901,7.971210387917324,5.82,83836.49149825466,1599193.8778223738,"PSC 6933, Box 3805
APO AP 50576"
145,91000.67183213944,6.252476349808817,6.832751594071427,4.9,51675.97081306815,1367137.920229314,"6798 Smith Junctions
Wolfeton, WY 86565-5079"
146,92832.37427474218,5.9583139309253825,7.995217853063921,5.84,71994.3029263531,1839595.698435541,"256 Sanchez Ports Apt. 057
Johnmouth, PA 69763"
147,91048.59766532171,5.241080402713791,5.804348413140921,3.64,57963.68491720148,1356529.0896716453,"68672 Guzman Ridge
Clinefurt, WI 04078-6179"
148,121906.65178512379,4.598462543911922,8.515792766983648,7.31,73160.72650791089,2007693.6720563835,"4447 Steven River Suite 076
West Karenmouth, DC 61561-8593"
149,82926.63223004072,5.24310799009867,7.076606665341616,3.65,80243.14622315393,1757776.757443435,"USCGC Hess
FPO AE 29193"
150,92998.47527113497,6.831084345129717,8.287239682800255,3.9,48239.59557007442,1957445.6600418258,"0617 Neal Curve
South Daniel, AS 09326"
151,97778.62250344893,6.002918454372239,8.266666846816198,4.76,52295.06309539433,1842055.7722947125,"412 Janet Radial Suite 115
Kariview, NY 37073-8343"
152,101280.49608447704,5.341279226375743,6.93412735835228,4.91,52608.91280832526,1360738.5690252215,"9155 Kayla Station Suite 233
Natalieborough, SC 99093-8399"
153,75363.24387599656,5.454394405289126,6.978837815872172,2.47,53924.80530622472,1220752.0046281503,"3062 Donald Inlet Suite 642
West Matthew, GU 49340"
154,106413.19953213932,5.904739363635049,7.657053490027836,3.7,28932.047550666055,1797940.732076368,"764 Timothy Turnpike
North Audreymouth, TX 02395"
155,106688.43737366798,4.4291811178434894,6.8265606532378165,3.96,48805.15833656789,1394254.2093267739,"862 Ryan Flat
West Larryborough, WV 11517"
156,89805.55922351242,6.293304871706044,7.503539266233241,7.1,41165.03486059889,1474717.0850299757,"378 Evans Crest
East Shelbystad, HI 23326"
157,75125.06436146288,4.953727066543625,5.511838633829775,4.69,64437.80686258142,955275.760415977,"09897 Katherine Forge
North Johnside, NC 01211"
158,76483.95760745283,5.602203029366158,7.115326197948671,4.84,54992.82966169733,1289460.0127295207,"2367 Noah Center
North Dakotashire, PA 99619-0890"
159,101779.4564590444,4.161218792128197,7.5930132315886745,5.72,56761.224070288066,1374428.357407431,"19678 Noble Cove Suite 264
South Elizabethfort, CO 13304-1647"
160,70451.59233439574,6.919707834617535,7.342205371991321,4.6,68882.9639599711,1608392.316377361,"8803 Jackson Ramp
South Thomasland, RI 09631-6361"
161,84839.15960406775,5.954941988072625,8.392219978184174,5.0,71191.39155447744,1875422.3035945266,"87629 Shawn Crossing
North William, MN 71601-6188"
162,110586.12922045757,6.259481203915076,7.930251327821034,5.06,72372.68163262565,2440623.0156450304,"2574 Shannon Alley
South Fred, OR 64217"
163,98094.62245726603,6.441688387161921,7.483665373947979,7.26,57786.75070399994,1812873.9401079211,"676 Jose Locks Apt. 415
South Cynthia, SC 89264"
164,75518.6388049935,5.536666015877414,5.3633928540996,3.69,62680.18854776047,1240121.1288773378,"4160 Martinez Bridge Apt. 713
West Ann, MI 89447-0160"
165,95564.27703155564,6.894534656597299,7.255509476272974,6.04,35655.842099757574,1585711.4444620179,"26847 Weber Ports Apt. 767
North Robinton, FM 43014"
166,100562.7765932613,4.833592089655881,9.085761835759563,3.4,53468.08904819372,1673522.9964136763,"PSC 8891, Box 6475
APO AP 28726-5123"
167,113195.37447529491,6.761729103496267,6.075340777520873,2.8,63694.31072344476,2261861.621564476,"623 Jackson Road Apt. 492
Sarahville, NM 19973"
168,91337.9964603959,6.753340514484332,6.854675498362334,3.48,52440.23598633875,1577396.8894274107,"0575 Edward Cliff
Miguelmouth, NY 06408"
169,84131.00615077991,7.345179708862016,4.762007492259276,3.75,57839.264692222634,1309722.372960501,"6660 Alex Park
Barkerfort, WY 52781"
170,89793.15300281746,6.64427683849644,7.789492767210332,3.65,65438.76960720663,1987382.963995036,"176 Parker Grove Apt. 591
Nicoleshire, MO 83183-5326"
171,90365.91548689733,6.564342340184631,6.8613887843181365,2.32,48343.5893538511,1537197.7031627768,"203 Amy Ford Suite 158
Kelleyfurt, LA 49990-9626"
172,88396.81087349249,6.642293226833106,7.959963730009297,3.56,58955.086511918904,1916910.7907899478,"842 Jackson Parkway
Angelabury, MI 68188-8699"
173,57373.849886581615,7.375879925748613,7.2107377675644235,4.74,78152.89129758641,1401422.0215438304,"5339 Charles Road Apt. 570
East Angelicastad, PR 36295-7649"
174,111685.87739393234,5.304113674342757,5.6038635169299,3.56,79419.36762463697,1889396.111594039,"0647 Ramirez Hill
New Crystalport, AZ 33060"
175,109477.83919402701,5.315407774678594,6.628125416551803,5.0,65092.82137712357,1943516.8542842995,"4233 Chase Fields
East Vanessabury, OR 85375-7861"
176,75232.67681101488,4.442718772532335,6.825630672647731,4.58,74244.02408201374,928392.939178772,"0606 Ricardo Drive
Williamton, GU 79243"
177,79748.53879215836,4.738577818123268,5.70566151711841,3.61,72726.08141958623,1162579.6616331348,"14157 Jones Parkway Suite 319
North Haley, AK 18534"
178,105028.41240026557,5.806126236551372,5.815296848520277,3.63,51639.091310962554,1507794.380741024,"2579 Pamela Shoals
North Christianhaven, TX 95259"
179,94975.68349551098,6.563870839409789,7.383104209757796,5.75,59339.553623452935,1554782.1884853367,"PSC 5171, Box 6452
APO AA 44610-4655"
180,82446.14576028881,6.396143662837698,9.396044327499029,6.93,44970.5062255859,1795859.8192454325,"23682 William Glens Apt. 920
Lake Hollystad, CO 20067"
181,87524.7746677513,7.1924289737399985,6.891241560669663,2.27,91890.1576191465,1995356.8095066533,"32521 Martinez Highway
Stephaniehaven, NY 78577"
182,102200.21656737667,6.734513930604623,6.292318777395542,3.59,63648.261866937915,1942362.928833446,"9109 Omar View Suite 461
East Sarahfort, WI 02969"
